gutenberg id,title,authors
46514,Our Edible Toadstools and Mushrooms and How to Distinguish Them,"frozenset({'Gibson, W. Hamilton (William Hamilton)'})"
46515,The Blue Poetry Book,frozenset()
46516,Bird Guide,"frozenset({'Reed, Chester A. (Chester Albert)'})"
46517,The conquest of Rome,"frozenset({'Serao, Matilde'})"
46519,Robert Annys: Poor Priest,"frozenset({'Meyer, Annie Nathan'})"
46520,Secret Service or Recollections of a City Detective,"frozenset({'Forrester, Andrew'})"
46521,Forty Years Among the Indians,"frozenset({'Jones, Daniel W. (Daniel Webster)'})"
46522,"The Alden Catalogue of Choice Books, May 30, 1889","frozenset({'Alden, John B. (John Berry)'})"
46523,The Spruce Street Tragedy,frozenset()
46526,The Black Swan at Home and Abroad,frozenset({'Anonymous'})
46528,Whispering Tongues,"frozenset({'Greene, Homer'})"
46529,"Cornish Worthies, Volume 1 (of 2)","frozenset({'Tregellas, Walter H. (Walter Hawken)'})"
4652,Escape and Other Essays,"frozenset({'Benson, Arthur Christopher'})"
46530,"Cornish Worthies, Volume 2 (of 2)","frozenset({'Tregellas, Walter H. (Walter Hawken)'})"
46531,"The Yoga-Vasishtha Maharamayana of Valmiki, vol. 3 (of 4) part 2 (of 2)",frozenset({'Valmiki'})
46533,The Story of Prague,"frozenset({'Lützow, Francis, hrabe'})"
46534,The Fantasy Fan November 1933,frozenset({'Various'})
46535,The Fantasy Fan December 1933,frozenset({'Various'})
46536,The Gospel: An Exposition of its First Principles,"frozenset({'Roberts, B. H. (Brigham Henry)'})"
46537,Mildred at Roselands,"frozenset({'Finley, Martha'})"
4653,God's Good Man,"frozenset({'Corelli, Marie'})"
46540,Elsie's Winter Trip,"frozenset({'Finley, Martha'})"
46542,The Wild Turkey and Its Hunting,"frozenset({'Jordan, Charles L.', 'McIlhenny, Edward Avery'})"
46543,"Nature Books Popular and Scientific from The Franklin Bookshop, 1910","frozenset({'Rhoads, Samuel N. (Samuel Nicholson)'})"
46544,The Theistic Conception of the World,"frozenset({'Cocker, B. F. (Benjamin Franklin)'})"
46545,"Cyclopedia of Commerce, Accountancy, Business Administration, v. 4",frozenset({'American School of Correspondence'})
46546,Method in the Study of Totemism,"frozenset({'Lang, Andrew'})"
46547,A Voyage to the Moon,frozenset({'Cyrano de Bergerac'})
46548,Children of the Dear Cotswolds,"frozenset({'Harker, L. Allen (Lizzie Allen)'})"
46549,The Willing Horse,"frozenset({'Hay, Ian'})"
4654,The Daemon of the World,"frozenset({'Shelley, Percy Bysshe'})"
46555,The Library Assistant's Manual,"frozenset({'Koch, Theodore Wesley'})"
46556,The Isle of Wight,"frozenset({'Mitton, G. E. (Geraldine Edith)'})"
46558,The Demi-gods,"frozenset({'Stephens, James'})"
46559,"Travels in the Central Parts of Indo-China (Siam), Cambodia, and Laos (Vol. 1 of 2)","frozenset({'Mouhot, Henri'})"
4655,The Seigneurs of Old Canada:,"frozenset({'Munro, William Bennett'})"
46560,"Travels in the Central Parts of Indo-China (Siam), Cambodia, and Laos (Vol. 2 of 2)","frozenset({'Mouhot, Henri'})"
46564,The Rights of War and Peace,"frozenset({'Grotius, Hugo'})"
46565,"Picturesque Sketches of London, Past and Present","frozenset({'Miller, Thomas'})"
46566,The Crime Club,"frozenset({'Holt-White, W. (William)'})"
46567,The Flying Spy,"frozenset({'De Carlo, Camillo'})"
4656,Checkmates for 4 Pieces,"frozenset({'Fishburne, William Brett'})"
46570,The Pastor's Fire-side Vol. 1 (of 4),"frozenset({'Porter, Jane'})"
46571,Saunterings in and about London,"frozenset({'Schlesinger, Max'})"
46573,"Frederic Chopin, Vol II (of 2)","frozenset({'Karasowski, Maurycy'})"
46574,"The Beaver, Volume 1, No. 10, July, 1921.","frozenset({""Hudson's Bay Company""})"
46578,Decorative Art of Indian Tribes of Connecticut,"frozenset({'Speck, Frank G. (Frank Gouldsmith)'})"
46579,My Experiences as an Executioner,"frozenset({'Berry, James'})"
4657,Personal Narrative of a Pilgrimage to Al-Madinah and Meccah,"frozenset({'Burton, Richard Francis, Sir'})"
46581,The Mystery of Choice,"frozenset({'Chambers, Robert W. (Robert William)'})"
46582,Clutterbuck's Treasure,"frozenset({'Whishaw, Frederick'})"
46583,"Punch, or the London Charivari, Vol. 109, September 14th, 1895",frozenset({'Various'})
46584,"Punch, or the London Charivari, Vol. 107, December 15th, 1894",frozenset({'Various'})
46585,The Chronicles of Crime or The New Newgate Calendar. v. 1/2,"frozenset({'Pelham, Camden'})"
46586,Alice Wilde: The Raftman's Daughter,"frozenset({'Victor, Metta Victoria Fuller'})"
46587,The Russian Opera,"frozenset({'Newmarch, Rosa'})"
46588,Jack Harkaway in New York,"frozenset({'Hemyng, Bracebridge'})"
46590,The Snakes of Europe,"frozenset({'Boulenger, George Albert'})"
46591,"The Strange Voyage and Adventures of Domingo Gonsales, to the World in the Moon","frozenset({'Godwin, Francis'})"
46592,Center Rush Rowland,"frozenset({'Barbour, Ralph Henry'})"
46595,The Chronicles of Crime or The New Newgate Calendar. v. 2/2,"frozenset({'Pelham, Camden'})"
46596,The Strand Magazine - Vol. 1 - No. 6 - June 1891,frozenset({'Various'})
46597,In Search of the Castaways,"frozenset({'Verne, Jules'})"
4659,"Lady Hester, or Ursula's Narrative","frozenset({'Yonge, Charlotte M. (Charlotte Mary)'})"
465,The Mountains,"frozenset({'White, Stewart Edward'})"
46600,By the World Forgot,"frozenset({'Brady, Cyrus Townsend'})"
46601,Gems for the Young Folks,frozenset({'Various'})
46602,Lydia Knight's History,"frozenset({'Gates, Susa Young'})"
46603,"The Irish Ecclesiastical Record, Volume 1, October, 1864",frozenset()
46605,Thomas Otway,"frozenset({'Otway, Thomas'})"
46606,Sir Walter Raleigh and the Air History,"frozenset({'Jones, H. A. (Henry Albert)'})"
46607,"Jellyfish, Starfish, and Sea-Urchins: Being a Research on Primitive Nervous Systems","frozenset({'Romanes, George John'})"
46608,Shall Turkey Live or Die?,"frozenset({'Carlyle, Thomas'})"
46609,The Book Lovers' Anthology,frozenset()
4660,Timothy Crump's Ward,"frozenset({'Alger, Horatio, Jr.'})"
46610,The Pastor's Fire-side Vol. 2 (of 4),"frozenset({'Porter, Jane'})"
46614,"A Guide to the Study of Fishes, Volume 1 (of 2)","frozenset({'Jordan, David Starr'})"
46615,The Fantasy Fan January 1934,frozenset({'Various'})
46616,The Fantasy Fan February 1934,frozenset({'Various'})
46617,The Plan of Salvation,"frozenset({'Morgan, John (John Hamilton)'})"
46618,The Story of London,"frozenset({'Wheatley, Henry B. (Henry Benjamin)'})"
46619,"A List of Books Published by Chatto & Windus, November 1887",frozenset({'Chatto & Windus (Firm)'})
4661,Madame Aubin,"frozenset({'Verlaine, Paul'})"
46620,"A List of Books Published by Chatto & Windus, September 1891",frozenset({'Chatto & Windus (Firm)'})
46621,"Sheppard Lee, Vol. I (of 2)","frozenset({'Bird, Robert Montgomery'})"
46622,"Sheppard Lee, Vol. II (of 2)","frozenset({'Bird, Robert Montgomery'})"
46623,"At War with Society or, Tales of the Outcasts","frozenset({""M'Levy, James""})"
46629,"Blackwood's Edinburgh Magazine, Volume 70, No. 433, November 1851",frozenset({'Various'})
46630,The Supernatural in the New Testament,"frozenset({'Row, C. A. (Charles Adolphus)'})"
46634,"Life of Richard Trevithick, Volume II (of 2)","frozenset({'Trevithick, Francis'})"
46635,Gospel Philosophy,"frozenset({'Ward, J. H. (Joseph Harvey)'})"
46636,The Three Days' Tournament,"frozenset({'Weston, Jessie L. (Jessie Laidlay)'})"
46637,The Pastor's Fire-side Vol. 3 of 4,"frozenset({'Porter, Jane'})"
46642,Sporting Dogs,"frozenset({'Barton, Frank Townend'})"
46643,Pedagogical Anthropology,"frozenset({'Montessori, Maria'})"
46644,Invention and Discovery:,frozenset({'Anonymous'})
46647,True Tales of the Weird,"frozenset({'Dickinson, Sidney'})"
46648,An Old English Home,"frozenset({'Baring-Gould, S. (Sabine)'})"
46649,"The Chronicles of Newgate, vol. 1/2","frozenset({'Griffiths, Arthur'})"
46650,Bayou Folk,"frozenset({'Chopin, Kate'})"
46651,A Soldier of the Legion,"frozenset({'Morlae, Edward'})"
46652,The Wonders of Life,"frozenset({'Haeckel, Ernst'})"
46653,The Slave of the Mine,"frozenset({'Hemyng, Bracebridge'})"
46654,On an Irish Jaunting-car,"frozenset({'Bayne, Samuel G. (Samuel Gamble)'})"
46656,The Ghost of Mystery Airport,"frozenset({'Powell, Van'})"
46658,Sterminator Vesevo (Vesuvius the great exterminator),"frozenset({'Serao, Matilde'})"
46659,"Blackwood's Edinburgh Magazine, Volume 68, No. 421, November 1850",frozenset({'Various'})
4665,Signora Fantastici,"frozenset({'Staël, Madame de (Anne-Louise-Germaine)'})"
46660,Talleyrand,"frozenset({'McCabe, Joseph'})"
46661,North Dakota,"frozenset({""Federal Writers' Project of the Works Progress Administration for the State of North Dakota""})"
46664,William Harvey,"frozenset({""Power, D'Arcy, Sir""})"
46665,"Blackwood's Edinburgh Magazine, Volume 65, No. 402, April, 1849",frozenset({'Various'})
46666,"Blackwood's Edinburgh Magazine, Volume 69, No. 424, February 1851",frozenset({'Various'})
46667,"Chronicles of England, Scotland and Ireland (2 of 6): England (8 of 12)","frozenset({'Holinshed, Raphael'})"
46668,"Chronicles of England, Scotland and Ireland (2 of 6): England (9 of 12)","frozenset({'Holinshed, Raphael'})"
46669,"Chronicles of England, Scotland and Ireland (2 of 6): England (10 of 12)","frozenset({'Holinshed, Raphael'})"
4666,Letters from an American Farmer,"frozenset({'St. John de Crèvecoeur, J. Hector'})"
46670,"Chronicles of England, Scotland and Ireland (2 of 6): England (11 of 12)","frozenset({'Holinshed, Raphael'})"
46671,"Chronicles of England, Scotland and Ireland (3 of 6): England (2 of 9)","frozenset({'Holinshed, Raphael'})"
46672,"Chronicles of England, Scotland and Ireland (3 of 6): England (3 of 9)","frozenset({'Holinshed, Raphael'})"
46674,Stover at Yale,"frozenset({'Johnson, Owen'})"
46675,"Oliver Twist, Illustrated","frozenset({'Dickens, Charles'})"
46676,Spring in a Shropshire Abbey,"frozenset({'Gaskell, Catherine Henrietta Milnes, Lady'})"
46677,An Introduction to Psychology,"frozenset({'Wundt, Wilhelm Max'})"
4667,Seven Wives and Seven Prisons,"frozenset({'Abbott, L. A.'})"
46680,Fishing With The Fly,frozenset()
46681,A History of Norwegian Immigration to the United States : From the Earliest Beginning down to the Year 1848,"frozenset({'Flom, George T. (George Tobias)'})"
46682,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
46685,A Ride on Horseback to Florence Through France and Switzerland. Vol. 1 of 2,"frozenset({'Holmes, Augusta Macgregor'})"
46686,A Ride on Horseback to Florence Through France and Switzerland. Vol. 2 of 2,"frozenset({'Holmes, Augusta Macgregor'})"
46688,The Treasure Hunt of the S-18,"frozenset({'Dean, Graham M.'})"
4668,"Siege of Washington, D.C.","frozenset({'Adams, F. Colburn (Francis Colburn)'})"
46690,Cornish Saints and Sinners,"frozenset({'Harris, J. Henry'})"
46691,Biography for Beginners,frozenset()
46692,Caudebec in America,"frozenset({'Cuddeback, William Louis'})"
46693,The Passport,"frozenset({'Bagot, Richard'})"
46694,Under Sail,"frozenset({'Colcord, Lincoln'})"
46695,A Visit to the Philippine Islands,"frozenset({'Bowring, John'})"
46696,A New System of Horsemanship,"frozenset({'Bourgelat, Claude'})"
46697,The Pastor's Fire-side Vol. 4 (of 4),"frozenset({'Porter, Jane'})"
46698,Some Noble Sisters,"frozenset({'Lee, Edmund'})"
46699,Judge Elbridge,"frozenset({'Read, Opie Percival'})"
4669,"Town and Country, or, Life at Home and Abroad","frozenset({'Adams, John S. (John Stowell)'})"
466,The Gaming Table:  Its Votaries and Victims,"frozenset({'Steinmetz, Andrew'})"
46700,A Parody Anthology,frozenset()
46701,Discourses of Keidansky,"frozenset({'Richards, Bernard G.'})"
46702,Rhymes for the Young Folk,"frozenset({'Allingham, William'})"
46703,Australia in Arms,"frozenset({'Schuler, Phillip F. E. (Frederick Edward)'})"
46706,"Scientific American Supplement, No. 467, December 13, 1884",frozenset({'Various'})
46707,The Nurserymatograph,"frozenset({'Allan, G. A. T. (George A. T.)'})"
46708,The Dead Letter,"frozenset({'Victor, Metta Victoria Fuller'})"
46709,Memoirs of Joseph Grimaldi,"frozenset({'Grimaldi, Joseph'})"
4670,Lightfoot the Deer,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
46710,"Appletons' Popular Science Monthly, October 1899",frozenset({'Various'})
46712,The Believing Years,"frozenset({'Pearson, Edmund Lester'})"
46714,"Synthesis of 2-methyl-4-selenoquinazolone, 2-phenylbenzoselenazole, and its derivatives","frozenset({'Chen, Yü-Gwan'})"
4671,The Story of the Pony Express,"frozenset({'Bradley, Glenn D. (Glenn Danford)'})"
46720,The Border Spy,"frozenset({'Hazelton, Harry'})"
46722,"Giovanni Boccaccio, a Biographical Study","frozenset({'Hutton, Edward'})"
46727,An Epitome of the History of Medicine,"frozenset({'Park, Roswell'})"
46728,Decadence and Other Essays on the Culture of Ideas,"frozenset({'Gourmont, Remy de'})"
4672,The Galleries of the Exposition,"frozenset({'Neuhaus, Eugen'})"
46730,Naval Occasions,frozenset({'Bartimeus'})
46731,Some Notes on Shipbuilding and Shipping in Colonial Virginia,"frozenset({'Evans, Cerinda W.'})"
46733,A String of Pearls,frozenset({'Various'})
46734,Scraps of Biography,frozenset({'Various'})
46735,Victor Victorious,"frozenset({'Johns, Cecil Starr'})"
46737,The Bible,"frozenset({'Remsburg, John E. (John Eleazer)'})"
46738,"Punch, or the London Charivari, Volume 107, September 29, 1894",frozenset({'Various'})
46739,"Chambers's Journal of Popular Literature, Science, and Art, No. 681, January 13, 1877.",frozenset({'Various'})
4673,Notes by the Way in A Sailor's Life,"frozenset({'Knights, Arthur E.'})"
46742,The Rivers and Streams of England,"frozenset({'Bradley, A. G. (Arthur Granville)'})"
46744,The Camp of Refuge,"frozenset({'MacFarlane, Charles'})"
46745,The Action of Medicines in the System,"frozenset({'Headland, Frederick William'})"
46746,"The Chronicles of Newgate, v. 2/2","frozenset({'Griffiths, Arthur'})"
4674,Tennessee's Partner,"frozenset({'Harte, Bret'})"
46750,Prison Journals During the French Revolution,"frozenset({'Duras, Louise Henriette Charlotte Philippine (de Noailles) de Durfort, duchesse de'})"
46751,The Strength of the 'Mormon' Position,"frozenset({'Whitney, Orson F. (Orson Ferguson)'})"
46752,"History of the Jews, Vol. VI (of 6)","frozenset({'Graetz, Heinrich'})"
46753,Chats on Japanese Prints,"frozenset({'Ficke, Arthur Davison'})"
46754,A Short History of the Royal Navy 1217 to 1688,"frozenset({'Hannay, David'})"
46755,Life in a German Crack Regiment,"frozenset({'Baudissin, Wolf Ernst Hugo Emil, Graf von'})"
46756,A Chronicle History of the Life and Work of William Shakespeare,"frozenset({'Fleay, Frederick Gard'})"
46757,Fighting the Boche Underground,"frozenset({'Trounce, H. D. (Harry Davis)'})"
46759,Philosophic Nights In Paris,"frozenset({'Gourmont, Remy de'})"
4675,The Sea-Witch,"frozenset({'Ballou, Maturin M. (Maturin Murray)'})"
46760,Hints to Servants,"frozenset({'Swift, Jonathan', 'Jones, John'})"
46761,The Wheat Princess,"frozenset({'Webster, Jean'})"
46762,Bessie and Her Friends,"frozenset({'Mathews, Joanna H. (Joanna Hooe)'})"
46763,Michael Faraday,"frozenset({'Jerrold, Walter'})"
46764,The Birds of Washington (Volume 1 of 2),"frozenset({'Bowles, John Hooper', 'Dawson, William Leon'})"
46766,A Night in the Luxembourg,"frozenset({'Gourmont, Remy de'})"
46769,Flower o' the Heather,"frozenset({'MacKenna, Robert William'})"
4676,Outpost,"frozenset({'Austin, Jane G. (Jane Goodwin)'})"
46770,"'Neath Verdun, August-October, 1914","frozenset({'Genevoix, Maurice'})"
46772,Across Iceland,"frozenset({'Bisiker, W. (William)'})"
46774,The Mission of Poubalov,"frozenset({'Burton, Frederick R. (Frederick Russell)'})"
46775,Tea Drinking in 18th-Century America: Its Etiquette and Equipage,"frozenset({'Roth, Rodris'})"
46776,"Blackwood's Edinburgh Magazine, Volume 69, No. 425, March, 1851",frozenset({'Various'})
46777,Happiness as Found in Forethought Minus Fearthought,"frozenset({'Fletcher, Horace'})"
46779,"Pottery and Porcelain, from early times down to the Philadelphia exhibition of 1876","frozenset({'Elliott, Charles Wyllys'})"
4677,"Our World, or, The Slaveholders Daughter","frozenset({'Adams, F. Colburn (Francis Colburn)'})"
46780,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
46782,The Vintage,"frozenset({'Benson, E. F. (Edward Frederic)'})"
46783,Early Scenes in Church History,frozenset({'Various'})
46784,"Punch, Or the London Charivari, Volume 107, October 27th, 1894",frozenset({'Various'})
46786,Why I Believe in Poverty,"frozenset({'Bok, Edward William'})"
46787,Grapes of wrath,"frozenset({'Cable, Boyd'})"
46788,"The Story of the ""Britannia""","frozenset({'Statham, Edward Phillips'})"
46789,Rubber,"frozenset({'Browne, Edith A.'})"
4678,"Lives of the Poets: Gay, Thomson, Young, and Others","frozenset({'Johnson, Samuel'})"
46790,A History of Bohemian Literature,"frozenset({'Lützow, Francis, hrabe'})"
46791,"A Select Collection of Old English Plays, Volume 12 (of 15)","frozenset({'Dodsley, Robert'})"
46792,"Punch, or The London Charivari, Volume 107, November 10th, 1894",frozenset({'Various'})
46793,"Clown, the Circus Dog","frozenset({'Vimar, A. (Auguste)'})"
46794,The Pioneer Boys of the Ohio,"frozenset({'Rathborne, St. George'})"
46795,The Pioneer Boys on the Great Lakes,"frozenset({'Rathborne, St. George'})"
46796,The Pioneer Boys on the Mississippi,"frozenset({'Rathborne, St. George'})"
46797,The Pioneer Boys on the Missouri,"frozenset({'Rathborne, St. George'})"
46798,The Pioneer Boys of the Yellowstone,"frozenset({'Rathborne, St. George'})"
46799,The Pioneer Boys of the Columbia,"frozenset({'Rathborne, St. George'})"
4679,"Lives of the Poets: Addison, Savage, and Swift","frozenset({'Johnson, Samuel'})"
467,The Princess of Cleves,"frozenset({'La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne)'})"
46800,The Legendary History of the Cross,frozenset()
46802,The Biotic Associations of Cockroaches,"frozenset({'Willis, Edwin R.', 'Roth, Louis M. (Louis Marcus)'})"
46804,"Bentley's Miscellany, Volume II",frozenset({'Various'})
46806,"Punch, Or the London Charivari Volume 107, November 17, 1894",frozenset({'Various'})
46807,"Lyman's History of old Walla Walla County, Vol. 1 (of 2)","frozenset({'Lyman, William Denison'})"
46808,"Lyman's History of old Walla Walla County,  Vol. 2 (of 2)","frozenset({'Lyman, William Denison'})"
46809,Six Major Prophets,"frozenset({'Slosson, Edwin E. (Edwin Emery)'})"
4680,Manuel Pereira,"frozenset({'Adams, F. Colburn (Francis Colburn)'})"
46810,"Punch, Or the London Charivari Volume 107, November 24, 1894",frozenset({'Various'})
46811,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
46812,A History of Police in England,"frozenset({'Lee, W. L. Melville (William Lauriston Melville)'})"
46813,The Romance of the Woods,"frozenset({'Whishaw, Frederick'})"
46814,Gypsy Flight,"frozenset({'Snell, Roy J. (Roy Judson)'})"
46815,William Oughtred,"frozenset({'Cajori, Florian'})"
46816,"Punch, Or the London Charivari, Volume 107, December 8th, 1894",frozenset({'Various'})
46818,"Rivers of Great Britain. The Thames, from Source to Sea.",frozenset({'Various'})
4681,"Frederick Chopin as a Man and Musician, Volume 1","frozenset({'Niecks, Frederick'})"
46820,Experiments and Observations,"frozenset({'Fowler, Richard'})"
46821,Seeing and Hearing,"frozenset({'Russell, George William Erskine'})"
46822,Souvenir Album of the Great European War,frozenset({'Anonymous'})
46823,Ten Years in India,"frozenset({'Gould, W. J. D.'})"
46825,Egyptian Birds,"frozenset({'Whymper, Charles'})"
46826,"Punch, or the London Charivari, Volume 107, December 29th 1894",frozenset({'Various'})
46827,The Book of Jade,"frozenset({'Barnitz, David Park'})"
46829,"Punch, Or the London Charivari, Volume 148, January 6th, 1915",frozenset({'Various'})
4682,Nonsense Novels,"frozenset({'Leacock, Stephen'})"
46830,The Roadmender,"frozenset({'Fairless, Michael'})"
46833,Hector Graeme,"frozenset({'Brentwood, Evelyn'})"
46834,Evolution,"frozenset({'LeConte, Joseph'})"
46836,Mechanical Devices in the Home,"frozenset({'Allen, Edith'})"
46838,The Isle of Man,"frozenset({'Morris, Joseph E. (Joseph Ernest)'})"
46839,The Heart of Wessex,"frozenset({'Heath, Sidney'})"
4683,Socrates,frozenset({'Voltaire'})
46841,Rejected of Men,"frozenset({'Pyle, Howard'})"
46846,Mysteries of Police and Crime,"frozenset({'Griffiths, Arthur'})"
46848,The Races of Man,"frozenset({'Deniker, Joseph'})"
46849,Animal Life of the British Isles,"frozenset({'Step, Edward'})"
46850,The Motor Boys on the Wing,"frozenset({'Young, Clarence'})"
46851,The Preservation of Antiquities,"frozenset({'Rathgen, Friedrich'})"
46852,The Hills of Desire,"frozenset({'Maher, Richard Aumerle'})"
46855,Under the Flag of France,"frozenset({'Ker, David'})"
46856,"Minor Poets of the Caroline Period, Vol III",frozenset()
46857,Sons of the Morning,"frozenset({'Phillpotts, Eden'})"
46858,"Poems, Volume I (of 3)","frozenset({'Crabbe, George'})"
46859,Balzac,"frozenset({'Saltus, Edgar'})"
4685,After the Rain,"frozenset({'Vaknin, Samuel'})"
46861,The Runaway Donkey and Other Rhymes for Children,"frozenset({'Poulsson, Emilie'})"
46863,Old-World Japan,"frozenset({'Rinder, Frank'})"
46864,"The Fortunes of Hector O'Halloran, And His Man Mark Antony O'Toole","frozenset({'Maxwell, W. H. (William Hamilton)'})"
46865,"The Fortunes of Hector O'Halloran, And His Man Mark Antony O'Toole","frozenset({'Jarves, Elsie Deming'})"
46866,The Adventures of Peter Cottontail,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
46869,The Royal Institution,"frozenset({'Jones, Bence'})"
4686,Underground,"frozenset({'Dreyfus, Suelette'})"
46871,Dixie Martin,"frozenset({'North, Grace May'})"
46872,The Putnam Hall Rivals,"frozenset({'Stratemeyer, Edward'})"
46877,Glass,"frozenset({'Dillon, Edward'})"
46879,The Miner's Friend,"frozenset({'Savery, Thomas'})"
4687,Saturday's Child,"frozenset({'Norris, Kathleen Thompson'})"
46883,Goethe and Schiller,"frozenset({'Mühlbach, L. (Luise)'})"
46889,"Herbals, Their Origin and Evolution","frozenset({'Arber, Agnes Robertson'})"
46892,The Eternal Boy,"frozenset({'Johnson, Owen'})"
46893,How Paris Amuses Itself,"frozenset({'Smith, F. Berkeley (Frank Berkeley)'})"
46894,Volcanoes,"frozenset({'Tilling, Robert I.'})"
46895,"Punch, or the London Charivari, Vol. 109, August 24, 1895",frozenset({'Various'})
46897,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
4689,Famous Affinities of History V1,"frozenset({'Orr, Lyndon'})"
46901,Giordano Bruno,"frozenset({'McIntyre, J. Lewis (James Lewis)'})"
46904,The Vagrancy Problem.,"frozenset({'Dawson, William Harbutt'})"
46905,The Kentucky Warbler,"frozenset({'Allen, James Lane'})"
46906,"Early Western Travels 1748-1846, Volume XXX","frozenset({'Palmer, Joel'})"
46909,"Bouvard and Pecuchet, part 2","frozenset({'Flaubert, Gustave'})"
4690,"Famous Affinities of History, V2","frozenset({'Orr, Lyndon'})"
46911,Wonders of the Yellowstone,"frozenset({'Richardson, James (Geologist)'})"
46913,Egholm and his God,"frozenset({'Buchholtz, Johannes'})"
46915,A Treatise on Painting,"frozenset({'Leonardo, da Vinci'})"
46917,The Poem-Book of the Gael,frozenset()
46918,Single Life,"frozenset({'Buckstone, John Baldwin'})"
4691,Famous Affinities of History V3,"frozenset({'Orr, Lyndon'})"
46920,The Pony Rider Boys on the Blue Ridge,"frozenset({'Patchin, Frank Gee'})"
46921,The Thoughts of Blaise Pascal,"frozenset({'Pascal, Blaise'})"
46921,"_How it happens that men believe so many liars, who say they","frozenset({'Pascal, Blaise'})"
46923,Epics and Romances of the Middle Ages,"frozenset({'Wägner, Wilhelm'})"
46924,The Bronze Age and the Celtic World,"frozenset({'Peake, Harold'})"
46925,The City of Auckland,"frozenset({'Barr, John'})"
46926,The Virgin in Judgment,"frozenset({'Phillpotts, Eden'})"
46927,"Life and marvelous adventures of Wild Bill, the Scout","frozenset({'Buel, James W. (James William)'})"
4692,Famous Affinities of History V4,"frozenset({'Orr, Lyndon'})"
46930,"Punch, or the London Charivari, Vol. 109, October 5th 1895",frozenset({'Various'})
46933,The Librarian at Play,"frozenset({'Pearson, Edmund Lester'})"
46934,Flower Children,"frozenset({'Gordon, Elizabeth'})"
46937,A Book of Cornwall,"frozenset({'Baring-Gould, S. (Sabine)'})"
4693,"Famous Affinities of History,  Vol 1-4, Complete","frozenset({'Orr, Lyndon'})"
46942,Metapsychical Phenomena,"frozenset({'Maxwell, J. (Joseph)'})"
46943,"Blackwood's Edinburgh Magazine, Volume 69, No. 427, May, 1851",frozenset({'Various'})
46944,The Golden Maiden,"frozenset({'Seklemian, A. K.'})"
46945,"Rich Man, Poor Man","frozenset({'Foster, Maximilian'})"
46946,Aztec Ruins National Monument--New Mexico,"frozenset({'Corbett, John M.'})"
46947,"The Lives of the Saints, Volume 1 (of 16)","frozenset({'Baring-Gould, S. (Sabine)'})"
46948,The Johnstown Flood,"frozenset({'Fox, R. K. (Richard Kyle)'})"
46949,Chats on Costume,"frozenset({'Rhead, G. Woolliscroft (George Woolliscroft)'})"
4694,Mademoiselle of Monte Carlo,"frozenset({'Le Queux, William'})"
46950,The Adventures of Bob White,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
46951,The Adventures of Bobby Coon,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
46952,The Adventures of Old Man Coyote,"frozenset({'Burgess, Thornton W. (Thornton Waldo)'})"
46953,A History of Champagne,"frozenset({'Vizetelly, Henry'})"
46954,The Story of Siena and San Gimignano,"frozenset({'Gardner, Edmund G.'})"
46955,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
46956,"Ned, the son of Webb","frozenset({'Stoddard, William O.'})"
46958,Little Nobody,"frozenset({'Miller, Alex. McVeigh, Mrs.'})"
46959,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
4695,Notes to the Complete Poetical Works of Percy Bysshe Shelley,"frozenset({'Shelley, Mary Wollstonecraft'})"
46960,Beasts & Men,"frozenset({'Boschère, Jean de'})"
46963,Astrology,frozenset({'Sepharial'})
46964,Of Gardens,"frozenset({'Bacon, Francis'})"
46965,"Chambers's Journal of Popular Literature, Science, and Art",frozenset({'Various'})
46966,Adam Hepburn's Vow,"frozenset({'Swan, Annie S.'})"
46967,Isabella Orsini,"frozenset({'Guerrazzi, Francesco Domenico'})"
46968,The Boy Scouts on War Trails in Belgium,"frozenset({'Carter, Herbert, active 1909-1917'})"
46969,The Geologic Setting of the John Day Country,"frozenset({'Thayer, Thomas P.'})"
4696,The Witch of Atlas,"frozenset({'Shelley, Percy Bysshe'})"
46970,Best Stories from the Best Book,"frozenset({'White, James Edson'})"
46971,Surrey,"frozenset({'Moncrieff, A. R. Hope (Ascott Robert Hope)'})"
46972,Eskimo Life,"frozenset({'Nansen, Fridtjof'})"
46973,The Maya Indians of Southern Yucatan and Northern British Honduras,"frozenset({'Gann, Thomas William Francis'})"
46974,Rays of Living Light on the One Way of Salvation,"frozenset({'Penrose, Charles W. (Charles William)'})"
46975,The Expositor's Bible: The Book of Ezekiel,"frozenset({'Skinner, John'})"
46977,A Rational Wages System,"frozenset({'Atkinson, Henry'})"
46978,Dig Here!,"frozenset({'Allen, Gladys'})"
4697,Peter Bell the Third,"frozenset({'Shelley, Percy Bysshe'})"
46982,Richard Wagner and his Poetical Work,"frozenset({'Gautier, Judith'})"
